,unprocessed_tweet,product,emotion,processed_tweet
4057,"iPhone, BlackBerry &amp; Android HootSuite App Updated for #SXSW - {link} via HootSuite",,No emotion toward brand or product,iphone blackberry amp android hootsuite app updated sxsw link via hootsuite
4058,Lol. So glad Chris Poole is showing some #memes. &quot;Why you no text me no more?&quot; is pretty funny. Google it. #sxswmoot #sxswi #sxsw,,No emotion toward brand or product,lol glad chris poole showing meme quotwhy text morequot pretty funny google sxswmoot sxswi sxsw
4059,This one lady is shopping on Bluefly during the iPad nav design panel. Boots. #sxsw,,No emotion toward brand or product,one lady shopping bluefly ipad nav design panel boot sxsw
4060,What's a laptop? RT @mention I think I may go iPad only -- no laptop -- today at #SXSWi.  Any #SXSW (cont) {link},iPad,Positive emotion,whats laptop rt mention think may go ipad laptop today sxswi sxsw cont link
4061,"At Josh Clark's #sxsw session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device. #tapworthy #webvisions",iPad,Positive emotion,josh clark sxsw session ipadtablet development first note ipad leisureplanningrestful device tapworthy webvisions
4062,@mention Last but not least  get a copy of Stupid Game Plus for your iPhone {link} also for a special #sxsw price!,iPad or iPhone App,Positive emotion,mention last least get copy stupid game plus iphone link also special sxsw price
4063,It's our last day here at the #fastcompanygrille -- come by for the last day of iPhone makery! #zazzlesxsw #sxsw,,No emotion toward brand or product,last day fastcompanygrille come last day iphone makery zazzlesxsw sxsw
4064,Next and last panel for today: &quot;Google Doodles: Burning Man to Pac-Man and Beyond&quot; #SXSW #SXSWi #GoogleDoodles,,No emotion toward brand or product,next last panel today quotgoogle doodle burning man pacman beyondquot sxsw sxswi googledoodles
4065,"24 hours later, we retreat back to our hotel, bushwhacked. Ringo Deathstarr'd, never seen so many effects pedals  #sxsw {link}",,No emotion toward brand or product,24 hour later retreat back hotel bushwhacked ringo deathstarrd never seen many effect pedal sxsw link
4066,Grab the latest @mention before #SXSW! {link},,No emotion toward brand or product,grab latest mention sxsw link
4067,"@mention latest iPhone, are you at #SxSW? How long would it take to fix and how much.",,No emotion toward brand or product,mention latest iphone sxsw long would take fix much
4068,SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) #sxsw,Other Google product or service,Positive emotion,cool latest version google map mobile 3d building sure theyve mapped au detail yet sxsw
4069,@mention launched there 1st iPad app at #SXSW! Get all the details + the first edition FREE,,No emotion toward brand or product,mention launched 1st ipad app sxsw get detail first edition free
4070,@mention launching Gowalla 3 for Droid at #SxSW - should push 4square and Groupon {link},Android,Positive emotion,mention launching gowalla 3 droid sxsw push 4square groupon link
4071,iPad 2 sold out in all retail stores...except for #sxsw pop up store in Austin? #igottagetit,iPad,Positive emotion,ipad 2 sold retail storesexcept sxsw pop store austin igottagetit
4072,"#iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention #sxsw",iPad,Positive emotion,ipad2 sold 70 went new buyer wow link via mention mention sxsw
4073,"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media",,No emotion toward brand or product,ipad 2 sold 70 went new buyer report link sxsw socialmedia tech ipad2 medium
4074,They should stock up on Mophie juice packs: Apple temp store opens in Austin for #SXSW &amp; iPad 2 launch {link} via @mention,,Positive emotion,stock mophie juice pack apple temp store open austin sxsw amp ipad 2 launch link via mention
4075,"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",iPad,Positive emotion,held new ipad envy baby still working well sxsw
4076,"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",Google,Positive emotion,man google launch circle sxsw talk striking iron hot mention mention
4077,"Lovin apple &amp; ipad2
#apple #austin #SXSW",iPad,Positive emotion,lovin apple amp ipad2 apple austin sxsw
4078,#sxsw Apple #iPad2 line took less than 10 minutes.,,No emotion toward brand or product,sxsw apple ipad2 line took le 10 minute
4079,Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing,iPad or iPhone App,Negative emotion,cant handle sxsw traffic rt mention dear mention app iphone sucked day crashing
4080,Love Google Analytics! Thanks to the followers at #SXSW who took the time to check out my new post!,Other Google product or service,Positive emotion,love google analytics thanks follower sxsw took time check new post
4081,Hope people ask the tough questions. RT @mention Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,No emotion toward brand or product,hope people ask tough question rt mention reminder android chrome tt talk mention 1 pm today link sxsw
4082,"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW",iPhone,Negative emotion,double buzzing issue iphone io 43 getting annoying news iphone may fly across room gr2l2 sxsw
4083,Geen Google Circles vandaag! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,,No emotion toward brand or product,geen google circle vandaag rt mention launching product sxsw plenty else
4084,Will Google Circles take on Facebook?  {link} #circles #sxsw,,No emotion toward brand or product,google circle take facebook link circle sxsw
4085,Will Google Circles take on Facebook. {link} #circles #sxsw,,No emotion toward brand or product,google circle take facebook link circle sxsw
4086,LOL. #Apple erects temporary Apple Store in #Austin for #SXSW to sell #iPad 2. {link},,I can't tell,lol apple erects temporary apple store austin sxsw sell ipad 2 link
4087,Any #Google fans in town for #SXSW? Stop by the Austin GTUG meeting Wednesday the 7th at 7:00pm. map link: {link},,No emotion toward brand or product,google fan town sxsw stop austin gtug meeting wednesday 7th 700pm map link link
4088,Next battle for banks are mobile phone operators and Google &amp; Apple. #bankinnovation #sxsw,,No emotion toward brand or product,next battle bank mobile phone operator google amp apple bankinnovation sxsw
4089,Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,Other Google product or service,Positive emotion,chris poole 4chan recommends google refrigerator magnet game cute shared experience game sxswmoot sxsw sxswi
4090,"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",Apple,Positive emotion,tech apple head sxsw set temporary store austin link
4091,More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,,No emotion toward brand or product,apple ipads per capital sxsw anywhere else world except foxconn
4092,&quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Apple,Negative emotion,quotapple elegant fascist company americaquot flipboard sxsw
4093,Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,,No emotion toward brand or product,google launch new social network called circle south southwest today link sxsw circle google
4094,Have Google launched their next social media flop yet? #sxsw,Other Google product or service,Negative emotion,google launched next social medium flop yet sxsw
4095,&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},Apple,Negative emotion,quotapple like pay thats apple likesquot barry diller sxsw mention acc ballroom pic link
4096,Line a mile long outside. Lucky to get in just to sit on the floor -Your Mom Has An iPad. I miss the old days at #sxsw before 40% + growth!,,I can't tell,line mile long outside lucky get sit floor mom ipad miss old day sxsw 40 growth
4097,That Google Maps for Mobile demonstration just rocked my world. #SXSW #UOsxsw #marissamayer,Other Google product or service,Positive emotion,google map mobile demonstration rocked world sxsw uosxsw marissamayer
4098,Wow! Google maps for mobile v5 demo at #sxsw. Very nice.,Other Google product or service,Positive emotion,wow google map mobile v5 demo sxsw nice
4099,The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,Google,Positive emotion,google name built gettinng stuff trying user see work marissagoogle sxsw
4100,&quot;Apple opening a temporary store in Austin for SXSW and the iPad 2 launch:&quot; {link} #SXSW,,No emotion toward brand or product,quotapple opening temporary store austin sxsw ipad 2 launchquot link sxsw
4101,#tech Apple Opening Pop-Up Store In Austin For #SXSW {link},Apple,Positive emotion,tech apple opening popup store austin sxsw link
4102,GSDM Google party is off the hook! #SXSW  {link},Google,Positive emotion,gsdm google party hook sxsw link
4103,#SXSW Apple picked a great venue to launch the new Ipads.,Apple,Positive emotion,sxsw apple picked great venue launch new ipads
4104,"#SXSW Apple Pop Up Store still has iPads in stock, we are waiting on line {link} via @mention #apple #ipad2Û",,No emotion toward brand or product,sxsw apple pop store still ipads stock waiting line link via mention apple ipad2
4105,Will Google preview a major new social service called Google Circles today at #SXSW {link},,No emotion toward brand or product,google preview major new social service called google circle today sxsw link
4106,Will Google reveal a new social network called Circles?  {link} #Google #Facebook #SXSW,,No emotion toward brand or product,google reveal new social network called circle link google facebook sxsw
4107,Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link},,No emotion toward brand or product,google reveal new social network called circle google facebook twitter sxsw link
